"";"0001";"0001 - Angsana Johor Bahru Mall (Plaza Angsana)";"02 - Johor Bahru";"01 - Johor"
"";"0002";"0002 - Arulmigu Sri Rajakaliamman Glass Temple";"02 - Johor Bahru";"01 - Johor"
"";"0003";"0003 - ATV Park Johor (UTM)";"02 - Johor Bahru";"01 - Johor"
"";"0004";"0004 - Austin Heights Water & Adventure Park";"02 - Johor Bahru";"01 - Johor"
"";"0005";"0005 - Austin Hills Golf Country Resort";"02 - Johor Bahru";"01 - Johor"
"";"0006";"0006 - B5 Johor Street Market";"02 - Johor Bahru";"01 - Johor"
"";"0007";"0007 - Bazaar Karat Johor Bahru";"02 - Johor Bahru";"01 - Johor"
"";"0008";"0008 - Blue Ice Skating Rink Pardigm Mall";"02 - Johor Bahru";"01 - Johor"
"";"0009";"0009 - Church of the Immaculate Conception";"02 - Johor Bahru";"01 - Johor"
"";"0010";"0010 - Daiman 18 Golf Course";"02 - Johor Bahru";"01 - Johor"
"";"0011";"0011 - Danga World Theme Park";"02 - Johor Bahru";"01 - Johor"
"";"0012";"0012 - Dataran Bandaraya Johor Bahru";"02 - Johor Bahru";"01 - Johor"
"";"0013";"0013 - Dinosaur Alive Water Theme Park";"02 - Johor Bahru";"01 - Johor"
"";"0014";"0014 - Forest City Golf Resort";"02 - Johor Bahru";"01 - Johor"
"";"0015";"0015 - Galeri Seni Johor";"02 - Johor Bahru";"01 - Johor"
"";"0016";"0016 - Gurdwara Sahib Sikh Temple";"02 - Johor Bahru";"01 - Johor"
"";"0017";"0017 - Horizon Hills Golf and Country Club";"02 - Johor Bahru";"01 - Johor"
"";"0018";"0018 - Hutan Bandar Mutiara Rini";"02 - Johor Bahru";"01 - Johor"
"";"0019";"0019 - Hutan Lipur Gunung Pulai";"02 - Johor Bahru";"01 - Johor"
"";"0020";"0020 - ICT Garden MBJB";"02 - Johor Bahru";"01 - Johor"
"";"0021";"0021 - Impian Emas Golf and Country Club";"02 - Johor Bahru";"01 - Johor"
"";"0022";"0022 - Istana Bukit Serene";"02 - Johor Bahru";"01 - Johor"
"";"0023";"0023 - Johor Bahru Chinese Heritage Museum";"02 - Johor Bahru";"01 - Johor"
"";"0024";"0024 - Johor Bahru City Square";"02 - Johor Bahru";"01 - Johor"
"";"0025";"0025 - Johor Golf and Country Club";"02 - Johor Bahru";"01 - Johor"
"";"0026";"0026 - Johor Gu Miao (Ancient Temple)";"02 - Johor Bahru";"01 - Johor"
"";"0027";"0027 - Johor Military Force Building (JMF Building)";"02 - Johor Bahru";"01 - Johor"
"";"0028";"0028 - Jump Street JB Austin Heights";"02 - Johor Bahru";"01 - Johor"
"";"0029";"0029 - Komtar JBCC";"02 - Johor Bahru";"01 - Johor"
"";"0030";"0030 - KSL City Mall";"02 - Johor Bahru";"01 - Johor"
"";"0031";"0031 - Laman Mahkota Istana Bukit Serene";"02 - Johor Bahru";"01 - Johor"
"";"0032";"0032 - Laser Battle Experience in Johor Bahru";"02 - Johor Bahru";"01 - Johor"
"";"0033";"0033 - Legoland Malaysia";"02 - Johor Bahru";"01 - Johor"
"";"0034";"0034 - Little Paris";"02 - Johor Bahru";"01 - Johor"
"";"0035";"0035 - Lost in JB";"02 - Johor Bahru";"01 - Johor"
"";"0036";"0036 - Makam Diraja Bukit Mahmoodiah";"02 - Johor Bahru";"01 - Johor"
"";"0037";"0037 - Masjid Sultan Abu Bakar";"02 - Johor Bahru";"01 - Johor"
"";"0038";"0038 - Muzium Layang-Layang";"02 - Johor Bahru";"01 - Johor"
"";"0039";"0039 - Muzium Tokoh Johor";"02 - Johor Bahru";"01 - Johor"
"";"0040";"0040 - Octville Golf and Country Club (Christine Resort)";"02 - Johor Bahru";"01 - Johor"
"";"0041";"0041 - Pandan Up Town";"02 - Johor Bahru";"01 - Johor"
"";"0042";"0042 - Pantai Danga Bay";"02 - Johor Bahru";"01 - Johor"
"";"0043";"0043 - Pantai Lido";"02 - Johor Bahru";"01 - Johor"
"";"0044";"0044 - Pantai Stulang Laut";"02 - Johor Bahru";"01 - Johor"
"";"0045";"0045 - Paradigm Mall Johor Bahru";"02 - Johor Bahru";"01 - Johor"
"";"0046";"0046 - Pelangi Leisure Mall";"02 - Johor Bahru";"01 - Johor"
"";"0047";"0047 - Permas Jaya Golf Club";"02 - Johor Bahru";"01 - Johor"
"";"0048";"0048 - Persada Johor International Convention Centre";"02 - Johor Bahru";"01 - Johor"
"";"0049";"0049 - Plaza Larkin";"02 - Johor Bahru";"01 - Johor"
"";"0050";"0050 - Ponderosa Golf and Country Resort Berhad";"02 - Johor Bahru";"01 - Johor"
"";"0051";"0051 - Poresia Country Club (Golf)";"02 - Johor Bahru";"01 - Johor"
"";"0052";"0052 - Pulai Springs Resort (Golf)";"02 - Johor Bahru";"01 - Johor"
"";"0053";"0053 - Puteri Harbour Family Theme Park";"02 - Johor Bahru";"01 - Johor"
"";"0054";"0054 - Puteri Harbour Marina";"02 - Johor Bahru";"01 - Johor"
"";"0055";"0055 - R&F Mall JB";"02 - Johor Bahru";"01 - Johor"
"";"0056";"0056 - Rock World JB";"02 - Johor Bahru";"01 - Johor"
"";"0057";"0057 - Royal Abu Bakar Museum";"02 - Johor Bahru";"01 - Johor"
"";"0058";"0058 - Skyscape @ Menara Jland";"02 - Johor Bahru";"01 - Johor"
"";"0059";"0059 - Stadium Sultan Ibrahim Gelang Patah";"02 - Johor Bahru";"01 - Johor"
"";"0060";"0060 - Starhill Golf and Country Club";"02 - Johor Bahru";"01 - Johor"
"";"0061";"0061 - Sultan Abu Bakar Monument";"02 - Johor Bahru";"01 - Johor"
"";"0062";"0062 - Taman Merdeka";"02 - Johor Bahru";"01 - Johor"
"";"0063";"0063 - Tanjong Puteri Golf Resort Berhad";"02 - Johor Bahru";"01 - Johor"
"";"0064";"0064 - Teluk Sengat Crocodile World";"02 - Johor Bahru";"01 - Johor"
"";"0065";"0065 - The Mall, Mid Valley Southkey";"02 - Johor Bahru";"01 - Johor"
"";"0066";"0066 - The ZON Duty Free, Johor";"02 - Johor Bahru";"01 - Johor"
"";"0067";"0067 - TMIYC Hutan Bandar Johor Bahru";"02 - Johor Bahru";"01 - Johor"
"";"0068";"0068 - Toppen Shopping Centre";"02 - Johor Bahru";"01 - Johor"
"";"0069";"0069 - TS Wonderland Water Theme Park";"02 - Johor Bahru";"01 - Johor"
"";"0070";"0070 - X PARK Sunway Iskandar";"02 - Johor Bahru";"01 - Johor"
"";"0071";"0071 - Yayasan Warisan Negeri Johor";"02 - Johor Bahru";"01 - Johor"
"";"0072";"0072 - Zoo Johor";"02 - Johor Bahru";"01 - Johor"
"";"9990";"9990 - Kedai Makan/ Restoran";"02 - Johor Bahru";"01 - Johor"
"";"9991";"9991 - Hospital/ Klinik";"02 - Johor Bahru";"01 - Johor"
"";"9992";"9992 - Pasaraya/ Kedai Runcit/ Pasar";"02 - Johor Bahru";"01 - Johor"
"";"9993";"9993 - Tempat Ibadat";"02 - Johor Bahru";"01 - Johor"
"";"9994";"9994 - Pusat Hiburan(Contoh: Kelab/ Pub/ Disko/ Karaoke)";"02 - Johor Bahru";"01 - Johor"
"";"9995";"9995 - Pusat Sukan/ Stadium/ Kelab Sukan & Rekreasi";"02 - Johor Bahru";"01 - Johor"
"";"9996";"9996 - Pusat Kesihatan/ Spa";"02 - Johor Bahru";"01 - Johor"
"";"9997";"9997 - Pusat Pendidikan/ Latihan/ Pusat Komuniti";"02 - Johor Bahru";"01 - Johor"
"";"9998";"9998 - Lain-lain (Hotspot yang tidak ada dalam senarai)";"02 - Johor Bahru";"01 - Johor"
"";"9999";"9999 - Lain-lain (Bukan hotspot)";"02 - Johor Bahru";"01 - Johor"
"";"0001";"0001 - Galeri Terompah Mastor";"03 - Kluang";"01 - Johor"
"";"0002";"0002 - Gunung Lambak";"03 - Kluang";"01 - Johor"
"";"0003";"0003 - Johor Lowland Tea";"03 - Kluang";"01 - Johor"
"";"0004";"0004 - Johor State National Park";"03 - Kluang";"01 - Johor"
"";"0005";"0005 - Kluang Mall";"03 - Kluang";"01 - Johor"
"";"0006";"0006 - Kluang Town Park";"03 - Kluang";"01 - Johor"
"";"0007";"0007 - Taman Eko Rimba Gunung Belumut";"03 - Kluang";"01 - Johor"
"";"0008";"0008 - Taman Rekreasi Gunung Belumut";"03 - Kluang";"01 - Johor"
"";"0009";"0009 - Taman Rekreasi Gunung Lambak";"03 - Kluang";"01 - Johor"
"";"0010";"0010 - Taman Rekreasi Tasik MARDI";"03 - Kluang";"01 - Johor"
"";"0011";"0011 - The Kluang Country Club (Golf)";"03 - Kluang";"01 - Johor"
"";"0012";"0012 - UK Farm";"03 - Kluang";"01 - Johor"
"";"0013";"0013 - Zenxin Organic Park";"03 - Kluang";"01 - Johor"
"";"9990";"9990 - Kedai Makan/ Restoran";"03 - Kluang";"01 - Johor"
"";"9991";"9991 - Hospital/ Klinik";"03 - Kluang";"01 - Johor"
"";"9992";"9992 - Pasaraya/ Kedai Runcit/ Pasar";"03 - Kluang";"01 - Johor"
"";"9993";"9993 - Tempat Ibadat";"03 - Kluang";"01 - Johor"
"";"9994";"9994 - Pusat Hiburan(Contoh: Kelab/ Pub/ Disko/ Karaoke)";"03 - Kluang";"01 - Johor"
"";"9995";"9995 - Pusat Sukan/ Stadium/ Kelab Sukan & Rekreasi";"03 - Kluang";"01 - Johor"
"";"9996";"9996 - Pusat Kesihatan/ Spa";"03 - Kluang";"01 - Johor"
"";"9997";"9997 - Pusat Pendidikan/ Latihan/ Pusat Komuniti";"03 - Kluang";"01 - Johor"
"";"9998";"9998 - Lain-lain (Hotspot yang tidak ada dalam senarai)";"03 - Kluang";"01 - Johor"
"";"9999";"9999 - Lain-lain (Bukan hotspot)";"03 - Kluang";"01 - Johor"
"";"0001";"0001 - Alaf Golf and Country Club (Ladang Bukit Lawang Country Club)";"04 - Kota Tinggi";"01 - Johor"
"";"0002";"0002 - Aliyya Beachfront Campsite";"04 - Kota Tinggi";"01 - Johor"
"";"0003";"0003 - Bayu Impian Campsite";"04 - Kota Tinggi";"01 - Johor"
"";"0004";"0004 - D`Breeze Campsite";"04 - Kota Tinggi";"01 - Johor"
"";"0005";"0005 - Desaru Coast Adventure";"04 - Kota Tinggi";"01 - Johor"
"";"0006";"0006 - Desaru Coast Conference Centre";"04 - Kota Tinggi";"01 - Johor"
"";"0007";"0007 - Desaru Coast Water Park";"04 - Kota Tinggi";"01 - Johor"
"";"0008";"0008 - Desaru Fruit Farm";"04 - Kota Tinggi";"01 - Johor"
"";"0009";"0009 - Desaru Golf and Country Resort";"04 - Kota Tinggi";"01 - Johor"
"";"0010";"0010 - Jeti Lama Sungai Rengit";"04 - Kota Tinggi";"01 - Johor"
"";"0011";"0011 - Kampung Johor Lama";"04 - Kota Tinggi";"01 - Johor"
"";"0012";"0012 - Khebun";"04 - Kota Tinggi";"01 - Johor"
"";"0013";"0013 - Koref Desaru Leisure Farm";"04 - Kota Tinggi";"01 - Johor"
"";"0014";"0014 - Kota Johor Lama Muzium";"04 - Kota Tinggi";"01 - Johor"
"";"0015";"0015 - Kota Tinggi Firefly Park";"04 - Kota Tinggi";"01 - Johor"
"";"0016";"0016 - Kulim Eco Trail Retreat";"04 - Kota Tinggi";"01 - Johor"
"";"0017";"0017 - Muzium Kota Tinggi";"04 - Kota Tinggi";"01 - Johor"
"";"0018";"0018 - Muzium Nelayan Tanjung Balau";"04 - Kota Tinggi";"01 - Johor"
"";"0019";"0019 - Nam Heng Country Club (Golf)";"04 - Kota Tinggi";"01 - Johor"
"";"0020";"0020 - Orchard Golf and Country Resort (YPJ Golf Resort)";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0021 - Pantai Batu Layar";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0022 - Pantai Desaru";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0023 - Pantai Manis Tanjung Sedili";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0024 - Pantai Tanjung Balau";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0025 - Pantai Tanjung Pengelih";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0026 - Pantai Teluk Mahkota";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0027 - Pantai Teluk Punggai";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0028 - Panti Tropical Fruit Farm";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0029 - Restoran Terapung Bujang Firefly";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0030 - Rustika Glamping Village";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0031 - Sebana Golf and Marina Resort Berhad";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0032 - Sedili Besar State National Park";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0033 - Sedili Kecil State National Park";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0034 - Six Acres Campsite";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0035 - Taman Buaya Telok Sengat";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0036 - Taman Eko Rimba Panti";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0037 - Teluk Ramunia/ Ladang Ostrich";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0038 - The Els Club Desaru Coast Golf";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0039 - Tiger Base Camp";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0040 - Tiger Base Camp 2, Tanjung Sedeli";"04 - Kota Tinggi";"01 - Johor"
"";"9990";"9990 - Kedai Makan/ Restoran";"04 - Kota Tinggi";"01 - Johor"
"";"9991";"9991 - Hospital/ Klinik";"04 - Kota Tinggi";"01 - Johor"
"";"9992";"9992 - Pasaraya/ Kedai Runcit/ Pasar";"04 - Kota Tinggi";"01 - Johor"
"";"9993";"9993 - Tempat Ibadat";"04 - Kota Tinggi";"01 - Johor"
"";"9994";"9994 - Pusat Hiburan(Contoh: Kelab/ Pub/ Disko/ Karaoke)";"04 - Kota Tinggi";"01 - Johor"
"";"9995";"9995 - Pusat Sukan/ Stadium/ Kelab Sukan & Rekreasi";"04 - Kota Tinggi";"01 - Johor"
"";"9996";"9996 - Pusat Kesihatan/ Spa";"04 - Kota Tinggi";"01 - Johor"
"";"9997";"9997 - Pusat Pendidikan/ Latihan/ Pusat Komuniti";"04 - Kota Tinggi";"01 - Johor"
"";"9998";"9998 - Lain-lain (Hotspot yang tidak ada dalam senarai)";"04 - Kota Tinggi";"01 - Johor"
"";"9999";"9999 - Lain-lain (Bukan hotspot)";"04 - Kota Tinggi";"01 - Johor"
"";"0000";"0001 - Back To Nature Camp";"05 - Mersing";"01 - Johor"
"";"0000";"0002 - Bukit Selantai";"05 - Mersing";"01 - Johor"
"";"0000";"0003 - Camper Site Bukit Selantai";"05 - Mersing";"01 - Johor"
"";"0000";"0004 - Muzium Pulau Tioman";"05 - Mersing";"01 - Johor"
"";"0000";"0005 - Pantai Air Papan";"05 - Mersing";"01 - Johor"
"";"0000";"0006 - Pantai Pasir Lanun";"05 - Mersing";"01 - Johor"
"";"0000";"0007 - Pantai Tanjung Leman";"05 - Mersing";"01 - Johor"
"";"0000";"0008 - Pantai Teluk Endau";"05 - Mersing";"01 - Johor"
"";"0000";"0009 - Pantai Teluk Gorek";"05 - Mersing";"01 - Johor"
"";"0000";"0010 - Pulau Aur";"05 - Mersing";"01 - Johor"
"";"0000";"0011 - Pulau Besar, Johor";"05 - Mersing";"01 - Johor"
"";"0000";"0012 - Pulau Dayang";"05 - Mersing";"01 - Johor"
"";"0000";"0013 - Pulau Harimau";"05 - Mersing";"01 - Johor"
"";"0000";"0014 - Pulau Mensirip";"05 - Mersing";"01 - Johor"
"";"0000";"0015 - Pulau Pemanggil";"05 - Mersing";"01 - Johor"
"";"0000";"0016 - Pulau Rawa";"05 - Mersing";"01 - Johor"
"";"0000";"0017 - Pulau Sibu Besar";"05 - Mersing";"01 - Johor"
"";"0000";"0018 - Pulau Tengah";"05 - Mersing";"01 - Johor"
"";"0000";"0019 - Pulau Tinggi";"05 - Mersing";"01 - Johor"
"";"0000";"0020 - Taman Eko Rimba Gunung Arong";"05 - Mersing";"01 - Johor"
"";"0000";"0021 - Taman Negara Endau Rompin";"05 - Mersing";"01 - Johor"
"";"9990";"9990 - Kedai Makan/ Restoran";"05 - Mersing";"01 - Johor"
"";"9991";"9991 - Hospital/ Klinik";"05 - Mersing";"01 - Johor"
"";"9992";"9992 - Pasaraya/ Kedai Runcit/ Pasar";"05 - Mersing";"01 - Johor"
"";"9993";"9993 - Tempat Ibadat";"05 - Mersing";"01 - Johor"
"";"9994";"9994 - Pusat Hiburan(Contoh: Kelab/ Pub/ Disko/ Karaoke)";"05 - Mersing";"01 - Johor"
"";"9995";"9995 - Pusat Sukan/ Stadium/ Kelab Sukan & Rekreasi";"05 - Mersing";"01 - Johor"
"";"9996";"9996 - Pusat Kesihatan/ Spa";"05 - Mersing";"01 - Johor"
"";"9997";"9997 - Pusat Pendidikan/ Latihan/ Pusat Komuniti";"05 - Mersing";"01 - Johor"
"";"9998";"9998 - Lain-lain (Hotspot yang tidak ada dalam senarai)";"05 - Mersing";"01 - Johor"
"";"9999";"9999 - Lain-lain (Bukan hotspot)";"05 - Mersing";"01 - Johor"
"";"0000";"0001 - Air Panas Grisek";"06 - Muar";"01 - Johor"
"";"0000";"0002 - Astaka Shopping Centre (Muar)";"06 - Muar";"01 - Johor"
"";"0000";"0003 - Bukit Mor";"06 - Muar";"01 - Johor"
"";"0000";"0004 - Dataran Tanjung Emas";"06 - Muar";"01 - Johor"
"";"0000";"0005 - Desa Keroma Eco Resort";"06 - Muar";"01 - Johor"
"";"0000";"0006 - Don Hu Jurassic Park Garden, Muar";"06 - Muar";"01 - Johor"
"";"0000";"0007 - Galeri Darurat Bukit Kepong";"06 - Muar";"01 - Johor"
"";"0000";"0008 - Hub Universiti Pagoh";"06 - Muar";"01 - Johor"
"";"0000";"0009 - Kelab Golf Tanjung Emas";"06 - Muar";"01 - Johor"
"";"0000";"0010 - Kompleks Lagenda";"06 - Muar";"01 - Johor"
"";"0000";"0011 - Maharani Mural Lane";"06 - Muar";"01 - Johor"
"";"0000";"0012 - Maharani Uptown";"06 - Muar";"01 - Johor"
"";"0000";"0013 - Masjid Sultan Ibrahim";"06 - Muar";"01 - Johor"
"";"0000";"0014 - Menara Jam Muar";"06 - Muar";"01 - Johor"
"";"0000";"0015 - Muar River Cruise";"06 - Muar";"01 - Johor"
"";"0000";"0016 - Nasuha Spices & Herbs Paradise";"06 - Muar";"01 - Johor"
"";"0000";"0017 - Pantai Leka";"06 - Muar";"01 - Johor"
"";"0000";"0018 - Taman Tanjung Ketapang";"06 - Muar";"01 - Johor"
"";"0000";"0019 - Wetex Parade";"06 - Muar";"01 - Johor"
"";"9990";"9990 - Kedai Makan/ Restoran";"06 - Muar";"01 - Johor"
"";"9991";"9991 - Hospital/ Klinik";"06 - Muar";"01 - Johor"
"";"9992";"9992 - Pasaraya/ Kedai Runcit/ Pasar";"06 - Muar";"01 - Johor"
"";"9993";"9993 - Tempat Ibadat";"06 - Muar";"01 - Johor"
"";"9994";"9994 - Pusat Hiburan(Contoh: Kelab/ Pub/ Disko/ Karaoke)";"06 - Muar";"01 - Johor"
"";"9995";"9995 - Pusat Sukan/ Stadium/ Kelab Sukan & Rekreasi";"06 - Muar";"01 - Johor"
"";"9996";"9996 - Pusat Kesihatan/ Spa";"06 - Muar";"01 - Johor"
"";"9997";"9997 - Pusat Pendidikan/ Latihan/ Pusat Komuniti";"06 - Muar";"01 - Johor"
"";"9998";"9998 - Lain-lain (Hotspot yang tidak ada dalam senarai)";"06 - Muar";"01 - Johor"
"";"9999";"9999 - Lain-lain (Bukan hotspot)";"06 - Muar";"01 - Johor"
"";"0000";"0001 - Jeti Nelayan Sungai Rambah";"07 - Pontian";"01 - Johor"
"";"0000";"0002 - Kampung Nelayan Kukup/ Kukup Fishing Village";"07 - Pontian";"01 - Johor"
"";"0000";"0003 - Kukup Golf";"07 - Pontian";"01 - Johor"
"";"0000";"0004 - Laman Diraja Pontian";"07 - Pontian";"01 - Johor"
"";"0000";"0005 - Muzium Bugis Johor";"07 - Pontian";"01 - Johor"
"";"0000";"0006 - Muzium Nanas";"07 - Pontian";"01 - Johor"
"";"0000";"0007 - Nictar Bee Farm";"07 - Pontian";"01 - Johor"
"";"0000";"0008 - Pantai Rambah";"07 - Pontian";"01 - Johor"
"";"0000";"0009 - Sungai Pulai State National Park";"07 - Pontian";"01 - Johor"
"";"0000";"0010 - Taman Negara Pulau Kukup";"07 - Pontian";"01 - Johor"
"";"0000";"0011 - Taman Negara Tanjung Piai";"07 - Pontian";"01 - Johor"
"";"9990";"9990 - Kedai Makan/ Restoran";"07 - Pontian";"01 - Johor"
"";"9991";"9991 - Hospital/ Klinik";"07 - Pontian";"01 - Johor"
"";"9992";"9992 - Pasaraya/ Kedai Runcit/ Pasar";"07 - Pontian";"01 - Johor"
"";"9993";"9993 - Tempat Ibadat";"07 - Pontian";"01 - Johor"
"";"9994";"9994 - Pusat Hiburan(Contoh: Kelab/ Pub/ Disko/ Karaoke)";"07 - Pontian";"01 - Johor"
"";"9995";"9995 - Pusat Sukan/ Stadium/ Kelab Sukan & Rekreasi";"07 - Pontian";"01 - Johor"
"";"9996";"9996 - Pusat Kesihatan/ Spa";"07 - Pontian";"01 - Johor"
"";"9997";"9997 - Pusat Pendidikan/ Latihan/ Pusat Komuniti";"07 - Pontian";"01 - Johor"
"";"9998";"9998 - Lain-lain (Hotspot yang tidak ada dalam senarai)";"07 - Pontian";"01 - Johor"
"";"9999";"9999 - Lain-lain (Bukan hotspot)";"07 - Pontian";"01 - Johor"
"";"0000";"0001 - Air Terjun Jeram Tinggi";"08 - Segamat";"01 - Johor"
"";"0000";"0002 - Bazaar Karat";"08 - Segamat";"01 - Johor"
"";"0000";"0003 - Bukit Beirut, Serakek, Buloh Kasap";"08 - Segamat";"01 - Johor"
"";"0000";"0004 - Bukit Cinta";"08 - Segamat";"01 - Johor"
"";"0000";"0005 - Bukit Jementah";"08 - Segamat";"01 - Johor"
"";"0000";"0006 - Dataran Segamat";"08 - Segamat";"01 - Johor"
"";"0000";"0007 - Gunung Bekok";"08 - Segamat";"01 - Johor"
"";"0000";"0008 - Gunung Besar";"08 - Segamat";"01 - Johor"
"";"0000";"0009 - Hutan Lipur Jeram Tinggi Jementah";"08 - Segamat";"01 - Johor"
"";"0000";"0010 - Hutan Taman Negara Endau-Rompin-Selai";"08 - Segamat";"01 - Johor"
"";"0000";"0011 - Jambatan Putos Buloh Kasap";"08 - Segamat";"01 - Johor"
"";"0000";"0012 - Kolam Air Panas Labis";"08 - Segamat";"01 - Johor"
"";"0000";"0013 - Labis Sunrise Farm";"08 - Segamat";"01 - Johor"
"";"0000";"0014 - Makam Kampung Lubok Batu";"08 - Segamat";"01 - Johor"
"";"0000";"0015 - Persatuan Penganut Dewa Hua Zhu, Kg Baru Tengah";"08 - Segamat";"01 - Johor"
"";"0000";"0016 - Pusat Latihan dan Rekreasi Felcra Tebing Tinggi";"08 - Segamat";"01 - Johor"
"";"0000";"0017 - S.T. Rhodes Club, Chaah";"08 - Segamat";"01 - Johor"
"";"0000";"0018 - Segamat Central Shopping Mall";"08 - Segamat";"01 - Johor"
"";"0000";"0019 - Segamat Flying Club";"08 - Segamat";"01 - Johor"
"";"0000";"0020 - Segamat Golf & Country Club";"08 - Segamat";"01 - Johor"
"";"0000";"0021 - Taman Bunga Batu Hampar";"08 - Segamat";"01 - Johor"
"";"0000";"0022 - Taman Eko Rimba Sungai Bantang";"08 - Segamat";"01 - Johor"
"";"0000";"0023 - Taman Eko Rimba Taka Melor";"08 - Segamat";"01 - Johor"
"";"0000";"0024 - Taman Tasik Awam Sungai Kapeh";"08 - Segamat";"01 - Johor"
"";"0000";"0025 - Tokong Cina Bandar Taman Yayasan";"08 - Segamat";"01 - Johor"
"";"0000";"0026 - Walters Farm Batu 3";"08 - Segamat";"01 - Johor"
"";"9990";"9990 - Kedai Makan/ Restoran";"08 - Segamat";"01 - Johor"
"";"9991";"9991 - Hospital/ Klinik";"08 - Segamat";"01 - Johor"
"";"9992";"9992 - Pasaraya/ Kedai Runcit/ Pasar";"08 - Segamat";"01 - Johor"
"";"9993";"9993 - Tempat Ibadat";"08 - Segamat";"01 - Johor"
"";"9994";"9994 - Pusat Hiburan";"08 - Segamat";"01 - Johor"
"";"9995";"9995 - Pusat Sukan/ Stadium/ Kelab Sukan & Rekreasi";"08 - Segamat";"01 - Johor"
"";"9996";"9996 - Pusat Kesihatan/ Spa";"08 - Segamat";"01 - Johor"
"";"9997";"9997 - Pusat Pendidikan/ Latihan/ Pusat Komuniti";"08 - Segamat";"01 - Johor"
"";"9998";"9998 - Lain-lain (Hotspot yang tidak ada dalam senarai)";"08 - Segamat";"01 - Johor"
