"";"022101";"Anggota Peperangan Atas Permukaan";"Member of Surface Warfare";2020;"022101";2013;"22101"
"";"022102";"Anggota Peperangan Bawah Permukaan (Senjata)";"Member of Submarine Warfare (Weapon)";2020;"022102";2013;"22102"
"";"022103";"Anggota Peperangan Bawah Permukaan (Kawalan)";"Member of Submarine Warfare (Control)";2020;"022103";2013;"22103"
"";"022104";"Anggota Juruplot Taktikal Peperangan";"Member of Warfare Tactical Plotters";2020;"022104";2013;"22104"
"";"022105";"Anggota Provos Tentera Laut";"Member of Naval Provost";2020;"022105";2013;"22105"
"";"022106";"Anggota Penyelam Ranjau";"Diver";2020;"022106";2013;"22106"
"";"022107";"Anggota Hidrografi";"Member of Hydrography";2020;"022107";2013;"22107"
"";"022108";"Anggota Komunikasi";"Member of Communications";2020;"022108";2013;"22108"
"";"022109";"Anggota Jurulatih Jasmani";"Member of Physical Trainers";2020;"022109";2013;"22109"
"";"022110";"Anggota Pentadbiran Dan Kewangan";"Member of Administration and Finance";2020;"022110";2013;"22110"
"";"022111";"Anggota Teknisyen Logistik";"Member of Logistics Technicians";2020;"022111";2013;"22111"
"";"022112";"Anggota Bendari";"Member of Navy Cooks";2020;"022112";2013;"22112"
"";"022113";"Anggota Petugas Wisma Pegawai";"Member of Officers’ Mess Personnel";2020;"022113";2013;"22113"
"";"022114";"Anggota Pancaragam (TLDM)";"Member of the Brass Band (RMN)";2020;"022114";2013;"22114"
"";"022115";"Anggota Teknisyen Marin Kuasa Gerak";"Member of Propulsion Marine Technicians";2020;"022115";2013;"22115"
"";"022116";"Anggota Teknisyen Marin Srimala";"Member of the Srimala Marine Technician";2020;"022116";2013;"22116"
"";"022117";"Anggota Teknisyen Elektrik Senjata Dan Kuasa";"Member of Power and Ordinance Electrical Technicians";2020;"022117";2013;"22117"
"";"022118";"Anggota Teknisyen Elektrik Radio dan Radar";"Member of Electrical Radio and Radar Technician";2020;"022118";2013;"22118"
"";"031101";"Pegawai Cawang Juruterbang Tugas Am";"General Duty Pilot Branch Officer";2020;"031101";2013;"31101"
"";"031102";"Pegawai Cawang Jurumalim";"Navigation Branch Officer";2020;"031102";2013;"31102"
"";"031103";"Pegawai Cawang Kejuruteraan";"Engineering Branch Officer";2020;"031103";2013;"31103"
"";"031104";"Pegawai Cawang Urusetia";"Secretariat Branch Officer";2020;"031104";2013;"31104"
"";"031105";"Pegawai Cawang Materiel";"Material Branch Officer";2020;"031105";2013;"31105"
"";"031106";"Pegawai Cawang Kawalan Lalu Lintas Udara";"Air Traffic Control Branch Officer";2020;"031106";2013;"31106"
"";"031107";"Pegawai Cawang Kawalan Pertahanan Udara";"Air Defence Control Branch Officer";2020;"031107";2013;"31107"
"";"031108";"Pegawai Cawang Bomba";"Fire Brigade Branch Officer";2020;"031108";2013;"31108"
"";"031109";"Pegawai Cawang Jurutera Penerbangan";"Flight Engineer Branch Officer";2020;"031109";2013;"31109"
"";"031110";"Pegawai Cawang Jurusensor Senjata";"Weapon Sensor Branch Officer";2020;"031110";2013;"31110"
"";"032101";"Juruteknik Aeromech";"Aeromech Technician";2020;"032101";2013;"32101"
"";"032102";"Juruteknik Avionic";"Avionics Technician";2020;"032102";2013;"32102"
"";"032103";"Juruteknik Aerospace Support Engineering";"Aerospace Support Engineering Technician";2020;"032103";2013;"32103"
"";"032104";"Juruteknik Aviation Information Technology";"Aviation Information Technology Technician";2020;"032104";2013;"32104"
"";"032105";"Juruteknik Rangka Kapal Terbang";"Airframe Technician";2020;"032105";2013;"32105"
"";"032106";"Juruteknik Enjin";"Engine Technician";2020;"032106";2013;"32106"
"";"032107";"Juruteknik Elektrik";"Electrical Technician";2020;"032107";2013;"32107"
"";"032108";"Juruteknik Instrumen";"Instrument Technician";2020;"032108";2013;"32108"
"";"032109";"Juruteknik Elektron";"Electron Technician";2020;"032109";2013;"32109"
"";"032110";"Juruteknik Senjata";"Weapon Technician";2020;"032110";2013;"32110"
"";"032111";"Juruteknik Alat Bantuan Udara";"Aviation Support Equipment Technician";2020;"032111";2013;"32111"
"";"032112";"Pembantu Statik";"Statistical Assistant";2020;"032112";2013;"32112"
"";"032113";"Juruteknik Permukaan dan Keselamatan";"Surface and Safety Technicians";2020;"032113";2013;"32113"
"";"032114";"Juruteknik Tukang Kayu";"Woodworker Technician";2020;"032114";2013;"32114"
"";"032115";"Kuartermaster Udara";"Air Quartermaster";2020;"032115";2013;"32115"
"";"032116";"Pramugari";"Stewardess";2020;"032116";2013;"32116"
"";"032117";"Juruteknik Pengawasan Udara";"Air Surveillance Technician";2020;"032117";2013;"32117"
"";"032118";"Pembantu Kawalan Trafik Udara";"Air Traffic Control Assistant";2020;"032118";2013;"32118"
"";"032119";"Ahli Bomba";"Fire Brigade";2020;"032119";2013;"32119"
"";"032120";"Juru Katalog (Meterial)";"Catalog (Meterial)";2020;"032120";2013;"32120"
"";"032121";"Pemandu";"Driver";2020;"032121";2013;"32121"
"";"032122";"Pembantu Tadbir";"Administrative Assistant";2020;"032122";2013;"32122"
"";"032123";"Pembantu Pertahanan";"Provost";2020;"032123";2013;"32123"
"";"032124";"Jurulatih Jasmani (TUDM)";"Physical Trainer (RMAF)";2020;"032124";2013;"32124"
"";"032125";"Anggota Pancaragam (TUDM)";"Member of the Brass Band (RMAF)";2020;"032125";2013;"32125"
"";"111101";"Perdana Menteri";"Prime Minister";2020;"111101";2013;"111101"
"";"111102";"Timbalan Perdana Menteri";"Deputy Prime Minister";2020;"111102";2013;"111102"
"";"111103";"Menteri";"Minister";2020;"111103";2013;"111103"
"";"111104";"Timbalan Menteri";"Deputy Minister";2020;"111104";2013;"111104"
"";"111105";"Ahli Parlimen";"Members of Parliament";2020;"111105";2013;"111105"
"";"111106";"Ketua Menteri";"Chief Minister";2020;"111106";2013;"111106"
"";"111107";"Exco Negeri";"State Exco";2020;"111107";2013;"111107"
"";"111108";"Ahli Dewan Undangan Negeri";"Member of the State Legislative Assembly";2020;"111108";2013;"111108"
"";"111109";"Timbalan Ketua Menteri";"Deputy Chief Minister";2020;"111109";2013;"111109"
"";"111110";"Menteri Muda";"Junior Minister";2020;"111110";2013;"111110"
"";"111111";"Menteri Besar";"Menteri Besar";2020;"111111";2013;"111111"
"";"111112";"Yang di-Pertua Dewan Negara";"President of The Senate";2020;"111112";2013;"111112"
"";"111113";"Timbalan Yang di-Pertua Dewan Negara";"Deputy Presidents of the Senate";2020;"111113";2013;"111113"
"";"111114";"Ahli Dewan Negara";"Member of the Senate";2020;"111114";2013;"111114"
"";"111115";"Yang di-Pertua Dewan Rakyat";"Speaker of the House Representatives";2020;"111115";2013;"111115"
"";"111116";"Timbalan Yang di-Pertua Dewan Rakyat";"Deputy Speaker of the House Representatives";2020;"111116";2013;"111116"
"";"111201";"Penyimpan Mohor Besar Raja-Raja";"The Keeper of the Rulers' Seal";2020;"111201";2013;"111201"
"";"111202";"Ketua Setiausaha Negara";"Chief Secretary to the Government";2020;"111202";2013;"111202"
"";"111203";"Ketua Pengarah Perkhidmatan Awam";"Director-General of Public Service";2020;"111203";2013;"111203"
"";"111204";"Peguam Negara";"Attorney General";2020;"111204";2013;"111204"
"";"111205";"Ketua Setiausaha Perbendaharaan";"Secretary General of Treasury";2020;"111205";2013;"111205"
"";"111206";"Ketua Audit Negara";"Auditor General";2020;"111206";2013;"111206"
"";"111207";"Ketua Polis Negara";"Inspector-General of Police";2020;"111207";2013;"111207"
"";"111208";"Ketua Pengarah Kesihatan";"Director-General of Health";2020;"111208";2013;"111208"
"";"111209";"Panglima Angkatan Tentera";"Chief of Defence Force";2020;"111209";2013;"111209"
"";"111210";"Akauntan Negara";"Accountant General";2020;"111210";2013;"111210"
"";"111211";"Gabenor";"Governor";2020;"111211";2013;"111211"
"";"111212";"Ketua Pengarah Kastam";"Director-General of Customs";2020;"111212";2013;"111212"
"";"111213";"Ketua Pengarah Bomba";"Director-General of Fire and Rescue";2020;"111213";2013;"111213"
"";"111214";"Ketua Setiausaha Kementerian";"Secretary-General of Ministry";2020;"111214";2013;"111214"
"";"111215";"Ketua Pengarah Jabatan Kerajaan";"Director-General of Government Department";2020;"111215";2013;"111215"
"";"111216";"Pengurus Besar, Kerajaan Serantau";"Director-General of  Regional Government";2020;"111216";2013;"111216"
"";"111217";"Ketua Jabatan Kerajaan";"Head of Government Department";2020;"111217";2013;"111217"
"";"111218";"Ketua Perangkawan";"Chief Statistician";2020;"111218";2013;"111218"
"";"111219";"Setiausaha Suruhanjaya";"Secretary of Commission";2020;"111219";2013;"111219"
"";"111220";"Setiausaha Kerajaan Negeri";"State Secretary";2020;"111220";2013;"111220"
"";"111221";"Timbalan Setiausaha Kerajaan Negeri";"Deputy State Secretary of Government";2020;"111221";2013;"111221"
"";"111222";"Ketua Pegawai Eksekutif Badan Berkanun";"Chief Executive Officer of Statutory Body";2020;"111222";2013;"111222"
"";"111223";"Ketua Eksekutif Badan Berkanun";"Chief Executive of Statutory Body";2020;"111223";2013;"111223"
"";"111224";"Ketua Pengarah Badan Berkanun";"Director-General of Statutory Body";2020;"111224";2013;"111224"
"";"111225";"Pengarah Besar Badan Berkanun";"Director of Statutory Body";2020;"111225";2013;"111225"
"";"111226";"Duta";"Ambassador";2020;"111226";2013;"111226"
"";"111227";"Konsul Besar";"Consul-General";2020;"111227";2013;"111227"
"";"111228";"Pesuruhjaya Tinggi Kerajaan";"High Commissioner of Government";2020;"111228";2013;"111228"
"";"111229";"Setiausaha Kedutaan";"Secretary of Embassy";2020;"111229";2013;"111229"
"";"111230";"Datuk Bandar";"Mayor";2020;"111230";2013;"111230"
"";"111231";"Yang Dipertua Pihak Berkuasa Tempatan";"President of Local Authority";2020;"111231";2013;"111231"
"";"111232";"Setiausaha Dewan Negara";"Secretary of the Senate";2020;"111232";2013;"111232"
"";"111233";"Setiausaha Dewan Rakyat";"Secretary of the House of Representatives";2020;"111233";2013;"111233"
"";"111234";"Pesuruhjaya Polis";"Police Commissioner";2020;"111234";2013;"111234"
"";"111235";"Ketua Pentadbir Parlimen";"Chief Administrator Parliament";2020;"111235";2013;"111235"
"";"111236";"Ketua Pegawai Eksekutif Pos Malaysia";"Chief Executive Officer Pos Malaysia";2020;"111236";2013;"111236"
"";"111237";"Timbalan Ketua Setiausaha Pentadbiran Kerajaan";"Deputy Secretary-General, Government Administration";2020;"111237";2013;"111237"
"";"111238";"Ketua Bahagian/Seksyen/Unit ";"Head of Division/Section/Unit";2020;"111238";2013;"111238"
"";"111239";"Laksamana Madya Maritim";"Vice Admiral Maritime";2020;"111239";2013;"111239"
"";"111240";"Laksamana Muda Maritim";"Rear Admiral Maritime";2020;"111240";2013;"111240"
"";"111241";"Timbalan Ketua Polis Negara";"Deputy Inspector General of Police";2020;"111241";2013;"111241"
"";"111242";"Timbalan Pesuruhjaya Polis";"Deputy Commissioner of Police";2020;"111242";2013;"111242"
"";"111243";"Atase";"Attache";2020;"111243";2013;"111243"
"";"111301";"Penghulu Gred NP29";"Headman Grade NP29";2020;"111301";2013;"111301"
"";"111302";"Demang";"Demang";2020;"111302";2013;"111302"
"";"111303";"Penggawa";"Penggawa";2020;"111303";2013;"111303"
"";"111304";"Ketua Kampung";"Village Head";2020;"111304";2013;"111304"
"";"111305";"Tok Sidang";"Tok Sidang";2020;"111305";2013;"111305"
"";"111306";"Ketua Anak Negeri";"Native Chief";2020;"111306";2013;"111306"
"";"111307";"Tok Batin";"Tok Batin";2020;"111307";2013;"111307"
"";"111308";"Kapitan";"Kapitan";2020;"111308";2013;"111308"
"";"111309";"Tuai Rumah";"Tuai Rumah";2020;"111309";2013;"111309"
"";"111310";"Ketua Adat";"Traditional Chief";2020;"111310";2013;"111310"
"";"111311";"Ketua Kampung Baru";"New Village Head";2020;"111311";2013;"111311"
"";"111312";"Undang";"Undang";2020;"111312";2013;"111312"
"";"111313";"Luak";"Luak";2020;"111313";2013;"111313"
"";"111314";"Perut";"Perut";2020;"111314";2013;"111314"
"";"111315";"Buapak";"Buapak";2020;"111315";2013;"111315"
"";"111316";"Orang Besar Berempat";"Orang Besar Berempat";2020;"111316";2013;"111316"
"";"111317";"Orang Besar Berlapan";"Orang Besar Berlapan";2020;"111317";2013;"111317"
"";"111318";"Orang Besar Berenam Belas";"Orang Besar Berenam Belas";2020;"111318";2013;"111318"
"";"111319";"Orang Besar Bertiga Puluh Dua";"Orang Besar Bertiga Puluh Dua";2020;"111319";2013;"111319"
"";"111401";"Presiden Parti Politik";"President of Political Party";2020;"111401";2013;"111401"
"";"111402";"Presiden Persekutuan Majikan-Majikan";"President of Employers’ Federation";2020;"111402";2013;"111402"
"";"111403";"Presiden Kongres Kesatuan Sekerja";"President of Trades Union Congress";2020;"111403";2013;"111403"
"";"111404";"Presiden Kongres Kesatuan Pekerja-Pekerja di dalam Perkhidmatan Awam";"President of Congress of Union of Employees in the Public And Civil Services";2020;"111404";2013;"111404"
"";"111405";"Ketua Setiausaha Organisasi Berkepentingan Khas";"Secretary-General, Special Interest Organization";2020;"111405";2013;"111405"
"";"111406";"Ketua Setiausaha Organisasi Bulan Sabit Merah";"Secretary-General, Red Crescent Organization";2020;"111406";2013;"111406"
"";"111407";"Ketua Setiausaha Organisasi Hak Manusia";"Secretary-General, Human Rights Organization";2020;"111407";2013;"111407"
"";"111408";"Ketua Setiausaha Organisasi Kemanusiaan";"Secretary-General, Humanitarian Organization";2020;"111408";2013;"111408"
"";"111409";"Ketua Setiausaha Organisasi Palang Merah";"Secretary-General, Red Cross Organization";2020;"111409";2013;"111409"
"";"111410";"Ketua Setiausaha Organisasi Perlindungan Alam Sekitar";"Secretary-General, Environmental Protection Organization";2020;"111410";2013;"111410"
"";"111411";"Ketua Setiausaha Organisasi Perlindungan Hidupan Liar";"Secretary-General, Wildlife Protection Organization";2020;"111411";2013;"111411"
"";"111412";"Pegawai Kanan Organisasi Berkepentingan Khas";"Senior Officials of Special Interest Organization";2020;"111412";2013;"111412"
"";"111413";"Pegawai Kanan Organisasi Kemanusiaan";"Senior Officials of Humanitarian Organization";2020;"111413";2013;"111413"
"";"112101";"Ketua Pegawai Eksekutif (CEO)";"Chief Executive Officer";2020;"112101";2013;"112101"
"";"112102";"Ketua Pegawai Operasi";"Chief Operating Officer";2020;"112102";2013;"112102"
"";"112103";"Ketua Pegawai Perundangan";"Chief Legal Officer";2020;"112103";2013;"112103"
"";"112104";"Ketua Pegawai Teknikal";"Chief Technical Officer";2020;"112104";2013;"112104"
"";"112105";"Pengarah Eksekutif";"Executive Director";2020;"112105";2013;"112105"
"";"112107";"Timbalan Pengarah Eksekutif";"Deputy Executive Director";2020;"112107";2013;"112107"
"";"112108";"Pengarah Urusan";"Managing Director";2020;"112108";2013;"112108"
"";"112109";"Pengarah Perusahaan";"Enterprise Director";2020;"112109";2013;"112109"
"";"112110";"Pengerusi Perusahaan";"Enterprise Chairman";2020;"112110";2013;"112110"
"";"112111";"Pengurus Lapangan Terbang";"Airport Manager";2020;"112111";2013;"112111"
"";"112112";"Pengurus Pelabuhan";"Harbour Manager";2020;"112112";2013;"112112"
"";"112113";"Pengurus Penyiaran Radio dan Televisyen";"Radio and Television Manager, Broadcasting,";2020;"112113";2013;"112113"
"";"112114";"Pengurus Program Radio dan Televisyen";"Radio & Television Manager, Programme";2020;"112114";2013;"112114"
"";"112115";"Ketua Pengarah Perusahaan";"Director-General of Enterprise";2020;"112115";2013;"112115"
"";"112116";"Ketua Eksekutif Organisasi";"Chief Executive of Organization";2020;"112116";2013;"112116"
"";"112117";"Ketua Pengarah Organisasi";"Director-General of Organization";2020;"112117";2013;"112117"
"";"112118";"Pengarah Urusan Organisasi";"Managing-Director of Organization";2020;"112118";2013;"112118"
"";"112119";"Pengarah Organisasi";"Director of Organization";2020;"112119";2013;"112119"
"";"112120";"Pengerusi Organisasi";"Chairperson of Organization";2020;"112120";2013;"112120"
"";"112121";"Presiden Organisasi";"President of Organization";2020;"112121";2013;"112121"
"";"112122";"Pengurus";"Manager";2020;"112122";2013;"112122"
"";"112123";"Pengurus Besar";"General Manager";2020;"112123";2013;"112123"
"";"112124";"Pengurus Operasi";"Operations Manager";2020;"112124";2013;"112124"
"";"112125";"Pengarah";"Director";2020;"112125";2013;"112125"
"";"112126";"Pentadbir";"Administrator";2020;"112126";2013;"112126"
"";"112127";"Presiden";"President";2020;"112127";2013;"112127"
"";"112128";"Pengurus Teknikal";"Technical Manager";2020;"112128";2013;"112128"
"";"112129";"Pengurus Gred P2";"Manager Grade P2";2020;"112129";2013;"112129"
"";"112130";"Pengurus Kanan Gred P1";"Senior Manager Grade P1";2020;"112130";2013;"112130"
"";"112131";"Penolong Pengurus Gred P3";"Assistant Manager Grade P3";2020;"112131";2013;"112131"
"";"112132";"Ketua Operasi";"Head of Operation";2020;"112132";2013;"112132"
"";"112133";"Penolong Pengurus";"Assistant Manager";2020;"112133";2013;"112133"
"";"112134";"Penolong Ketua Pegawai Operasi";"Assistant Chief Operating Officer";2020;"112134";2013;"112134"
"";"112135";"Pengarah Teknikal";"Technical Director";2020;"112135";2013;
