"";"A";"01281";"Penanaman lada hitam (piper nigrum)";"Growing of pepper (piper nigrum)";"01281"
"";"A";"01282";"Penanaman sacha inchi";"Growing of sacha inchi";"01289p"
"";"A";"01283";"Penanaman buah pala";"Growing of nutmeg";"01283"
"";"A";"01284";"Penanaman halia";"Growing of ginger";"01284"
"";"A";"01285";"Penanaman tanaman untuk perubatan, farmaseutikal, minyak wangi, racun serangga dan seumpamanya";"Growing of plants used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes";"01285"
"";"A";"01289";"Penanaman tanaman rempah ratus dan aromatik lain t.t.t.l.";"Growing of other spices and aromatic crops n.e.c.";"01289"
"";"A";"01291";"Penanaman pokok getah (estet)";"Growing of rubber trees (estate)";"01291"
"";"A";"01292";"Penanaman pokok getah (kebun kecil)";"Growing of rubber trees (smallholdings)";"01292"
"";"A";"01293";"Penanaman pokok untuk pengekstrakan sap";"Growing of trees for extraction of sap";"01293"
"";"A";"01294";"Penanaman pokok nipah";"Growing of nipa palm";"01294"
"";"A";"01295";"Penanaman pokok pinang";"Growing of areca";"01295"
"";"A";"01299";"Penanaman tanaman kekal lain t.t.t.l.";"Growing of other perennial crops n.e.c.";"01299"
"";"A";"01301";"Penanaman tumbuhan sebagai tanaman";"Growing of plants for planting";"01301"
"";"A";"01302";"Penanaman tumbuhan untuk tujuan hiasan";"Growing of plants for ornamental purposes";"01302"
"";"A";"01303";"Penanaman tumbuhan untuk bebawang, ubi dan akar| keratan dan slips| benih cendawan";"Growing of live plants for bulbs, tubers and roots| cuttings and slips| mushroom spawn";"01303"
"";"A";"01304";"Operasi tapak semaian pokok (nurseries)";"Operation of tree nurseries";"01304"
"";"A";"01411";"Penternakan, pembiakan dan pengeluaran lembu";"Raising, breeding and production of cattle";"01411p, 01413"
"";"A";"01412";"Penternakan, pembiakan dan pengeluaran kerbau";"Raising, breeding and production of buffaloes";"01411p"
"";"A";"01413";"Pengeluaran susu mentah daripada lembu atau";"Production of raw milk from cows or buffaloes";"01412"
"";"A";"01420";"Penternakan dan pembiakan kuda, keldai, baghal";"Raising and breeding of horses, asses, mules or hinnes";"01420"
"";"A";"01430";"Penternakan dan pembiakan unta (dromedary) dan";"Raising and breeding of camels (dromedary) and camelids";"01430"
"";"A";"01441";"Penternakan, pembiakan dan pengeluaran biri-biri";"Raising, breeding and production of sheep";"01441p"
"";"A";"01442";"Penternakan, pembiakan dan pengeluaran kambing";"Raising, breeding and production of goats";"01441p"
"";"A";"01443";"Pengeluaran susu mentah biri-biri atau kambing";"Production of raw milk of sheep or goats";"01442"
"";"A";"01444";"Pengeluaran bulu belum proses";"Production of raw wool";"01443"
"";"A";"01450";"Penternakan, pembiakan dan pengeluaran babi";"Raising, breeding and production of swine/pigs";"01450"
"";"A";"01461";"Penternakan, pembiakan dan pengeluaran ayam,";"Raising, breeding and production of chicken, broiler";"01461p"
"";"A";"01462";"Penternakan, pembiakan dan pengeluaran ayam penelur";"Raising, breeding and production of laying hens";"01461p"
"";"A";"01463";"Penternakan, pembiakan dan pengeluaran itik";"Raising, breeding and production of ducks";"01462"
"";"A";"01464";"Penternakan, pembiakan dan pengeluaran burung";"Raising, breeding and production of quails";"01464"
"";"A";"01465";"Penternakan dan pembiakan unggas lain t.t.t.l.";"Raising and breeding of other poultry n.e.c.";"01463, 01465"
"";"A";"01466";"Pengeluaran telur ayam";"Production of chicken eggs";"01466"
"";"A";"01467";"Pengeluaran telur itik";"Production of duck eggs";"01467"
"";"A";"01468";"Pengeluaran telur unggas lain t.t.t.l.";"Production of other poultry eggs n.e.c.";"01468"
"";"A";"01469";"Operasi penetasan unggas";"Operation of poultry hatcheries";"01469"
"";"A";"01491";"Penternakan, pembiakan dan pengeluaran haiwan separuh jinak";"Raising, breeding and production of semi-domesticated";"01491"
"";"A";"01492";"Pengeluaran kulit berbulu, kulit burung atau reptilia dari operasi ladang ternakan";"Production of fur skins, reptile or bird’s skin from ranching operation";"01492"
"";"A";"01493";"Operasi ternakan cacing, moluska, siput";"Operation of worm farms, land mollusc farms, snail farms";"01493"
"";"A";"01494";"Penternakan ulat sutera dan pengeluaran hasil";"Raising of silk worms and production of silk worm cocoons";"01494"
"";"A";"01495";"Penternakan lebah dan pengeluaran hasil madu dan lilin lebah";"Bee keeping and production of honey and beeswax";"01495"
"";"A";"01496";"Penternakan dan pembiakan haiwan peliharaan";"Raising and breeding of pet animals";"01496"
"";"A";"01497";"Penternakan dan pembiakan burung walit";"Raising and breeding of swiflet";"01497"
"";"A";"01499";"Penternakan pelbagai/haiwan lain t.t.t.l.";"Raising of diverse/other animals n.e.c.";"01499"
"";"A";"01500";"Pertanian campuran";"Mixed farming";"01500"
"";"A";"01610";"Aktiviti pertanian untuk pengeluaran tanaman";"Agricultural activities for crops production on a fee or contract basis";"01610"
"";"A";"01620";"Aktiviti pertanian untuk pengeluaran ternakan berasaskan yuran atau kontrak";"Agricultural activities for animal production on a fee or contract basis";"01620"
"";"A";"01631";"Penyediaan tanaman untuk pasaran utama";"Preparation of crops for primary markets";"01631p"
"";"A";"01632";"Penyediaan daun tembakau";"Preparation of tobacco leaves";"01632"
"";"A";"01633";"Penyediaan biji koko";"Preparation of cocoa beans";"01633"
"";"A";"01634";"Penjemuran sayur-sayuran dan buah-buahan";"Sun-drying of fruits and vegetables";"01634"
"";"A";"01639";"Aktiviti lain selepas tuaian tanaman t.t.t.l.";"Other post-harvest crops activities n.e.c";"01631p"
"";"A";"01640";"Pemprosesan benih untuk pembiakan";"Seed processing for propagation";"01640"
"";"A";"01701";"Pemburuan dan penjeratan haiwan secara komersial";"Hunting and trapping on a commercial basis";"01701"
"";"A";"01702";"Penangkapan haiwan liar (hidup atau mati)";"Taking of wilds animals (dead or alive)";"01702"
"";"A";"02101";"Penanaman, penanaman semula, pemindahan,";"Planting, replanting, transplanting, thinning and conserving of forests and timber tracts";"02101"
"";"A";"02102";"Penanaman untuk tunas semula, kayu pulpa dan kayu api";"Growing of coppice, pulpwood and fire wood";"02102"
"";"A";"02103";"Operasi tapak semaian pokok hutan";"Operation of forest tree nurseries";"02103"
"";"A";"02104";"Pengumpulan dan pemeliharaan hutan liar (spesis pokok hutan paya gambut)";"Collection and raising of wildings (peat swamp forest tree species)";"02104"
"";"A";"02105";"Ladang hutan";"Forest plantation";"02105"
"";"A";"02201";"Pengeluaran kayu balak untuk industri berasaskan kayu";"Production of round wood for forest-based manufacturing industries";"02201p"
"";"A";"02202";"Pengeluaran kayu balak yang digunakan dalam bentuk belum proses";"Production of round wood used in an unprocessed form";"02202p"
"";"A";"02203";"Pengeluaran arang kayu dalam hutan (kaedah tradisional)";"Production of charcoal in the forest (using traditional methods)";"02203p"
"";"A";"02204";"Pembalakan kayu getah";"Rubber wood logging";"02204p"
"";"A";"02205";"Pengumpulan kayu balak";"Collecting of round wood";"02201p, 02202p, 02203p, 02204p"
"";"A";"02301";"Pengumpulan rotan, buluh";"Collection of rattan, bamboo";"02301"
"";"A";"02302";"Pemungutan sarang burung";"Bird’s nest collection";"02302"
"";"A";"02303";"Pengumpulan pokok sagu liar";"Wild sago palm collection";"02303"
"";"A";"02309";"Pengumpulan produk hutan bukan kayu t.t.t.l.";"Gathering of non-wood forest products n.e.c.";"02309"
"";"A";"02401";"Menjalankan sebahagian daripada aktiviti operasi perhutanan dan ladang hutan secara berasaskan bayaran atau kontrak untuk perkhidmatan perhutanan";"Carrying out part of the forestry and forest plantation operation on a fee or contract basis for forestry service activities";"02401"
"";"A";"02402";"Menjalankan sebahagian daripada aktiviti operasi perhutanan secara berasaskan bayaran atau kontrak untuk perkhidmatan pembalakan";"Carrying out part of the forestry operation on a fee or contract basis for logging service activities";"02402"
"";"A";"03111";"Perikanan komersil di laut dan perairan pantai";"Fishing on a commercial basis in ocean and coastal waters";"03111p"
"";"A";"03112";"Pemungutan krustasia dan moluska laut";"Collection of marine crustaceans and molluscs";"03112"
"";"A";"03113";"Pengambilan haiwan akuatik: penyu, sea squirts, tunikat, landak laut";"Taking of aquatic animals: sea squirts, tunicates, sea urchins";"03113"
"";"A";"03114";"Aktiviti atas vessel yang melibatkan penangkapan,";"Activities of vessels engaged both in fishing and in processing and preserving of fish";"03114p"
"";"A";"03115";"Pengumpulan organisma perikanan dan hasil laut lain (tiram semulajadi, span, batu karang dan alga)";"Gathering of other marine organisms and materials (natural pearls, sponges, coral and algae)";"03115"
"";"A";"03116";"Pemungutan ikan hiasan di laut";"Taking of ornamental fish in the sea";"03111p"
"";"A";"03119";"Perikanan laut t.t.t.l.";"Marine fishing n.e.c.";"03119"
"";"A";"03121";"Perikanan komersil di darat";"Fishing on a commercial basis in inland waters";"03121p"
"";"A";"03122";"Pengambilan krustasia dan moluska air tawar";"Taking of freshwater crustaceans and molluscs";"03122"
"";"A";"03123";"Pengambilan haiwan akuatik air tawar";"Taking of freshwater aquatic animals";"03123"
"";"A";"03124";"Pengumpulan flora dan fauna air tawar";"Gathering of freshwater flora and fauna";"03124"
"";"A";"03125";"Pemungutan ikan hiasan air tawar";"Taking of freshwater ornamental fish";"03121p"
"";"A";"03129";"Perikanan air tawar lain t.t.t.l.";"Freshwater fishing n.e.c.";"03129p"
"";"A";"03211";"Ternakan ikan di laut";"Fish farming in sea water";"03211p"
"";"A";"03212";"Pengeluaran dwi-cangkerang spat (tiram, kupang), anak udang kara, anak udang dan benih ikan";"Production of bivalve spat (oyster, mussel), lobster lings, shrimp post-larvae, fish fry and fingerlings";"03212"
"";"A";"03213";"Penanaman rumpai merah dan rumpai laut lain yang boleh dimakan";"Growing of laver and other edible seaweeds";"03213"
"";"A";"03214";"Pengkulturan krustasia, dwi-cangkerang, moluska dan haiwan akuatik lain di laut";"Culture of crustaceans, bivalves, other molluscs and other aquatic animals in sea water";"03214"
"";"A";"03215";"Aktiviti akuakultur air payau";"Aquaculture activities in brackish water";"03215"
"";"A";"03216";"Ternakan ikan hiasan";"Ornamental fish farming";"03211p"
"";"A";"03217";"Operasi penetasan anak benih (laut)";"Operation of hatcheries (marine)";"03217"
"";"A";"03218";"Operasi ladang ternakan cacing laut untuk makanan ikan";"Operation of marine worm farms for fish feed";"03218"
"";"A";"03219";"Ternakan akuakultur laut lain t.t.t.l.";"Other marine aquaculture farming n.e.c";"03216, 03219"
"";"A";"03221";"Ternakan ikan air tawar";"Fish farming in freshwater";"03221p"
"";"A";"03222";"Ternakan udang air tawar";"Shrimp farming in freshwater";"03222"
"";"A";"03223";"Pengkulturan krustasia, dwi-cangkerang, moluska dan haiwan akuatik lain di air tawar";"Culture of freshwater crustaceans, bivalves, other molluscs and other aquatic animals";"03223"
"";"A";"03224";"Operasi penetasan anak benih (air tawar)";"Operation of hatcheries (freshwater)";"03224"
"";"A";"03225";"Penternakan katak";"Farming of frogs";"03225"
"";"A";"03226";"Ternakan ikan hiasan air tawar";"Ornamental fish farming in freshwater";"03221p"
"";"A";"03229";"Akuakultur air tawar lain t.t.t.l.";"Freshwater aquaculture n.e.c.";"03229p"
"";"A";"03301";"Aktiviti atas vessel yang melibatkan pemprosesan dan pegawetan";"Activities on vessels involving processing and preserving";"03114p"
"";"A";"03302";"Penyelenggaraan tempat dan peralatan akuakultur";"Maintenance of aquaculture facilities and equipment";"03229p"
"";"A";"03309";"Aktiviti sokongan perikanan dan akuakultur lain t.t.t.l.";"Other fisheries and aquaculture support activities n.e.c";"03129p, 03229p"
"";"B";"05100";"Perlombongan arang batu pepejal";"Mining of hard coal";"05100"
"";"B";"05200";"Perlombongan lignit (arang batu perang)";"Mining of lignite (brown coal)";"05200"
"";"B";"06100";"Pengekstrakan petroleum mentah";"Extraction of crude petroleum";"06101, 06102, 06103, 06104"
"";"B";"06201";"Pengekstrakan gas asli";"Extraction of natural gas";"06201, 06203, 06204, 06205"
"";"B";"06202";"Pengekstrakan kondensat";"Extraction of condensates";"06202"
"";"B";"07101";"Perlombongan bijih yang tinggi kandungan besi";"Mining of ores valued chiefly for iron content";"07101"
"";"B";"07102";"Pengekstrakan dan penggumpalan bijih besi";"Beneficiation and agglomeration of iron ores";"07102"
"";"B";"07210";"Perlombongan bijih uranium dan torium";"Mining of uranium and thorium ores";"07210"
"";"B";"07291";"Perlombongan bijih timah";"Mining of tin ores";"07291"
"";"B";"07292";"Perlombongan tembaga";"Mining of copper";"07292"
"";"B";"07293";"Perlombongan bauksit (aluminium)";"Mining of bauxite (aluminium)";"07293"
"";"B";"07294";"Pembilasan amang";"Amang retreatment";"07294, 07298"
"";"B";"07295";"Perlombongan emas dan perak";"Mining of gold and silver";"07295, 07296"
"";"B";"07296";"Perlombongan unsur nadir bumi (REE)";"Mining of rare earth element (REE)";"07299p"
"";"B";"07299";"Perlombongan bijih logam bukan besi lain t.t.t.l.";"Mining of other non-ferrous metal ores n.e.c";"07297, 07299p"
"";"B";"08101";"Pengkuarian batu untuk industri batu dimensi";"Quarrying of stone for dimension stone industry";"08101"
"";"B";"08102";"Aktiviti mengekstrak dan memproses mineral bukan logam";"Activities of extracting and processing non-metallic minerals";"08102, 08103"
"";"B";"08103";"Perlombongan kaolin";"Mining of kaolin";"08108p"
"";"B";"08104";"Perlombongan kapur dan dolomit yang tidak dirawat";"Mining of chalk and uncalcined dolomite";"08104"
"";"B";"08105";"Pengekstrakan, pengorekan, pemecahan dan penghancuran pasir industri, pasir untuk pembinaan, batu dan kerikil";"Extraction, dredging, breaking and crushing of industrial sand, sand for construction, stone and gravel";"08105, 08106"
"";"B";"08106";"Perlombongan pasir silika";"Mining of silica sand";"08107p"
"";"B";"08107";"Perlombongan tanah liat dan tanah liat refraktori";"Mining of clays and refractory clays";"08108p"
"";"B";"08108";"Pengkuarian, penghancuran dan pemecahan granit";"Quarrying, crushing and breaking of granite";"08109"
"";"B";"08109";"Pengkuarian batu, pasir dan tanah liat t.t.t.l.";"Quarrying of stone, sand and clay n.e.c.";"08107p, 08999p"
"";"B";"08911";"Perlombongan fosfat semulajadi";"Mining of natural phosphates";"08911"
"";"B";"08912";"Perlombongan garam kalium (potassium) semulajadi";"Mining of natural potassium salts";"08912"
"";"B";"08913";"Perlombongan sulfur semulajadi";"Mining of native sulphur";"08913"
"";"B";"08914";"Pengekstrakan dan penyediaan pirit dan pirotit, kecuali penyalaian";"Extraction and preparation of pyrites and pyrrhotite, except roasting";"08914"
"";"B";"08915";"Perlombongan barium sulfat semulajadi dan karbonat (baryte dan witerit)";"Mining of natural barium sulphate and carbonate (barytes and witherite)";"08915"
"";"B";"08916";"Perlombongan borat semula jadi, magnesium sulfat semulajadi (kieserit)";"Mining of natural borates, natural magnesium sulphates (kieserite)";"08916"
"";"B";"08917";"Perlombongan earth colours, fluorspar dan mineral lain yang tinggi kandungan mineral sebagai sumber kimia";"Mining of earth colours, fluorspar and other minerals valued chiefly as a source of chemicals";"08917"
"";"B";"08918";"Perlombongan guano";"Guano mining";"08918"
"";"B";"08920";"Pengekstrakan tanah gambut";"Extraction of peat";"08921, 08922, 08923"
"";"B";"08931";"Pengekstrakan garam dari bawah tanah";"Extraction of salt from underground";"08931"
"";"B";"08932";"Pengeluaran garam melalui penyejatan air laut atau air masin lain";"Salt production by evaporation of sea water or other saline waters";"08932"
"";"B";"08933";"Penghancuran, penulenan dan penapisan garam oleh pengeluar";"Crushing, purification and refining of salt by the producer";"08933"
"";"B";"08991";"Perlombongan dan pengkuarian bahan pelelas (bahan kesat)";"Mining and quarrying of abrasive materials";"08991"
"";"B";"08992";"Perlombongan dan pengkuarian asbestos";"Mining and quarrying of asbestos";"08992"
"";"B";"08993";"Perlombongan dan pengkuarian fosil bersilika";"Mining and quarrying of siliceous fossil meals";"08993"
"";"B";"08994";"Perlombongan dan pengkuarian grafit  semulajadi";"Mining and quarrying of natural graphite";"08994"
"";"B";"08995";"Perlombongan dan pengkuarian steatite (talkum)";"Mining and quarrying of steatite (talc)";"08995"
"";"B";"08996";"Perlombongan dan pengkuarian batu permata";"Mining and quarrying of gemstones";"08996"
"";"B";"08999";"Perlombongan dan pengkuarian lain t.t.t.l.";"Other mining and quarrying n.e.c";"08999"
"";"B";"09101";"Aktiviti pengekstrakan petroleum dan gas yang dibekalkan atas dasar kontrak atau bayaran";"Oil and gas extraction service activities provided on a fee or contract basis";"09101"
"";"B";"09102";"Perkhidmatan memadam kebakaran di lapangan minyak dan gas";"Oil and gas field fire fighting services";"09102"
"";"B";"09900";"Aktiviti sokongan untuk perlombongan dan pengkuarian lain";"Support activities for other mining and quarrying";"09900"
"";"C";"10101";"Pemprosesan dan pengawetan daging dan pengeluaran produk daging";"Processing and preserving of meat and production of meat products";"10101"
"";"C";"10102";"Pemprosesan dan pengawetan ayam itik dan produk ayam itik";"Processing and preserving of poultry and poultry products";"10102"
"";"C";"10103";"Pengeluaran belulang dan kulit yang berasal dari rumah penyembelihan";"Production of hides and skins originating from slaughterhouses";"10103"
"";"C";"10104";"Operasi rumah penyembelihan yang terlibat dalam pembunuhan, pembersihan atau pembungkusan daging";"Operation of slaughterhouses engaged in killing, dressing or packing meat";"10104"
"";"C";"10109";"Pemprosesan dan pengawetan daging t.t.t.l.";"Processing and preserving of meat n.e.c";"10109"
"";"C";"10201";"Pengetinan ikan, krustasea dan moluska";"Canning of fish, crustaceans and molluscs";"10201"
"";"C";"10202";"Pemprosesan, penggaraman dan pengawetan ikan, krustasea dan moluska";"Processing, curing and preserving of fish, crustacean and molluscs";"10202"
"";"C";"10203";"Pengeluaran makanan berasaskan ikan untuk manusia atau haiwan";"Production of fishmeal for human consumption or animal feed";"10203"
"";"C";"10204";"Pengeluaran keropok";"Production of keropok";"10204"
"";"C";"10205";"Pemprosesan rumpai laut";"Processing of seaweed";"10205"
"";"C";"10301";"Pembuatan produk makanan buah-buahan dan sayur-sayuran";"Manufacture of fruit  and vegetable food products";"10301"
"";"C";"10302";"Pembuatan jus buah-buahan dan sayur-sayuran";"Manufacture of fruit and vegetable juices";"10302"
"";"C";"10303";"Pengetinan nanas";"Pineapple canning";"10303"
"";"C";"10304";"Pembuatan jem, marmalad dan sajian jeli";"Manufacture of jams, marmalades and table jellies";"10304"
"";"C";"10305";"Pembuatan kacang dan produk kekacang";"Manufacture of nuts and nut products";"10305"
"";"C";"10306";"Pembuatan produk tauhu";"Manufacture of bean curd products";"10306"
"";"C";"10401";"Pembuatan minyak sawit mentah";"Manufacture of crude palm oil";"10401"
"";"C";"10402";"Pembuatan minyak sawit bertapis";"Manufacture of refined palm oil";"10402"
"";"C";"10403";"Pembuatan minyak isirung sawit";"Manufacture of palm kernel oil";"10403"
"";"C";"10404";"Pembuatan minyak sayuran mentah dan bertapis";"Manufacture of crude and refined vegetable oil";"10404p"
"";"C";"10405";"Pembuatan minyak kelapa";"Manufacture of coconut oil";"10405"
"";"C";"10406";"Pembuatan sebatian lemak masakan";"Manufacture of compound cooking fats";"10406"
"";"C";"10407";"Pembuatan minyak dan lemak haiwan";"Manufacture of animal oils and fats";"10407"
"";"C";"10501";"Pembuatan ais krim dan ais lain yang boleh dimakan";"Manufacture of ice cream and other edible ice such as sorbet";"10501"
"";"C";"10502";"Pembuatan susu pekat, tepung dan sejat";"Manufacture of condensed, powdered and evaporated milk";"10502"
"";"C";"10509";"Pembuatan produk tenusu lain t.t.t.l.";"Manufacture of other dairy products n.e.c.";"10509"
"";"C";"10611";"Pengilangan beras";"Rice milling";"10611, 10612p"
"";"C";"10612";"Pengilangan tepung";"Flour milling";"10612p, 10613"
"";"C";"10619";"Pembuatan produk bijian t.t.t.l.";"Manufacture of grain mill products n.e.c.";"10619"
"";"C";"10621";"Pembuatan kanji dan produk berkanji";"Manufacture of starches and starch products";"10404p, 10621"
"";"C";"10622";"Pembuatan glukosa, sirap glukosa, maltosa, inulin";"Manufacture of glucose, glucose syrup, maltose, inulin";"10622"
"";"C";"10623";"Pembuatan sagu dan tepung ubi kayu/produk";"Manufacture of sago and tapioca flour/products";"10623"
"";"C";"10711";"Pembuatan biskut dan cookies";"Manufacture of biscuits and cookies";"10711"
"";"C";"10712";"Pembuatan roti, kek dan produk bakeri lain";"Manufacture of bread, cakes and other bakery products";"10712"
"";"C";"10713";"Pembuatan produk snek";"Manufacture of snack products";"10713"
"";"C";"10714";"Pembuatan produk bakeri yang dibeku";"Manufacture of frozen bakery products";"10714"
"";"C";"10721";"Pembuatan gula";"Manufacture of sugar";"10721"
"";"C";"10722";"Pembuatan produk daripada gula";"Manufacture of sugar products";"10722"
"";"C";"10731";"Pembuatan produk koko";"Manufacture of cocoa products";"10731"
"";"C";"10732";"Pembuatan coklat dan produk coklat";"Manufacture of chocolate and chocolate products";"10732"
"";"C";"10733";"Pembuatan konfeksi gula";"Manufacture of sugar confectionery";"10733"
"";"C";"10741";"Pembuatan bihun, mi dan produk lain yang berkaitan";"Manufacture of meehoon, noodles and other related products";"10741"
"";"C";"10742";"Pembuatan pasta";"Manufacture of pastas";"10742"
"";"C";"10750";"Pembuatan makanan dan hidangan tersedia";"Manufacture of prepared meals and dishes";"10750"
"";"C";"10761";"Pembuatan kopi";"Manufacture of coffee";"10791"
"";"C";"10762";"Pembuatan teh";"Manufacture of tea";"10792"
"";"C";"10791";"Pembuatan sos dan bahan perasa";"Manufacture of sauces and condiments";"10793"
"";"C";"10792";"Pembuatan rempah dan serbuk kari";"Manufacture of spices and curry powder";"10794"
"";"C";"10793";"Pembuatan produk telur";"Manufacture of egg products";"10795"
"";"C";"10799";"Pembuatan produk makanan lain t.t.t.l.";"Manufacture of other food products n.e.c.";"10799"
"";"C";"10800";"Pembuatan makanan haiwan tersedia";"Manufacture of prepared animal feeds";"10800"
"";"C";"11010";"Penyulingan, pembersihan dan pencampuran spirit";"Distilling, rectifying and blending of spirits";"11010"
"";"C";"11020";"Pembuatan wain";"Manufacture of wines";"11020"
"";"C";"11030";"Pembuatan bir";"Manufacture of beer";"11030p"
"";"C";"11040";"Pembuatan malt";"Manufacture of malt";"11030p"
"";"C";"11051";"Pembuatan minuman ringan";"Manufacture of soft drinks";"11041"
"";"C";"11052";"Pengeluaran air mineral semula jadi dan minuman lain yang dibotolkan";"Production of natural mineral water and other bottled water";"11042"
"";"C";"12000";"Pembuatan produk tembakau";"Manufacture of tobacco products";"12000"
"";"C";"13110";"Penyediaan dan pemintalan gentian tekstil";"Preparation and spinning of textile fibres";"13110"
"";"C";"13120";"Penenunan tekstil";"Weaving of textiles";"13120"
"";"C";"13131";"Pembuatan batik";"Batik making";"13131"
"";"C";"13132";"Pewarnaan, pelunturan, pencetakan dan kemasan benang dan fabrik";"Dyeing, bleaching, printing and finishing of yarns and fabrics";"13132"
"";"C";"13139";"Kemasan tekstil lain";"Other finishing of textiles";"13139"
"";"C";"13910";"Pembuatan fabrik dikait dan dikrusye";"Manufacture of knitted and crocheted fabrics";"13910"
"";"C";"13921";"Pembuatan artikel tersedia bagi bahan tekstil seumpamanya termasuk fabrik dikait atau dikrusye";"Manufacture of made-up articles of any textile materials, including of knitted or crocheted fabrics";"13921"
"";"C";"13922";"Pembuatan artikel perhiasan tersedia";"Manufacture of made-up furnishing articles";"13922"
"";"C";"13930";"Pembuatan permaidani dan hamparan";"Manufacture of carpets and rugs";"13930"
